2476,datetime
19,2015-01-25
14,2015-01-26
10,2015-01-27
8,2015-01-28
8,2015-01-29
13,2015-01-30
16,2015-01-31
43,2015-02-01
25,2015-02-02
18,2015-02-03
14,2015-02-04
11,2015-02-05
12,2015-02-06
13,2015-02-07
33,2015-02-08
31,2015-02-09
8,2015-02-10
18,2015-02-11
13,2015-02-12
8,2015-02-13
13,2015-02-14
20,2015-02-15
23,2015-02-16
16,2015-02-17
7,2015-02-18
16,2015-02-19
6,2015-02-20
6,2015-02-21
16,2015-02-22
16,2015-02-23
6,2015-02-24
14,2015-02-25
18,2015-02-26
14,2015-02-27
18,2015-02-28
43,2015-03-01
24,2015-03-02
15,2015-03-03
12,2015-03-04
14,2015-03-05
19,2015-03-06
14,2015-03-07
26,2015-03-08
25,2015-03-09
13,2015-03-10
16,2015-03-11
12,2015-03-12
14,2015-03-13
11,2015-03-14
29,2015-03-15
21,2015-03-16
18,2015-03-17
13,2015-03-18
9,2015-03-19
4,2015-03-20
23,2015-03-21
34,2015-03-22
38,2015-03-23
11,2015-03-24
17,2015-03-25
22,2015-03-26
27,2015-03-27
32,2015-03-28
41,2015-03-29
41,2015-03-30
17,2015-03-31
29,2015-04-01
19,2015-04-02
23,2015-04-03
27,2015-04-04
32,2015-04-05
44,2015-04-06
15,2015-04-07
11,2015-04-08
18,2015-04-09
27,2015-04-10
38,2015-04-11
33,2015-04-12
51,2015-04-13
20,2015-04-14
11,2015-04-15
20,2015-04-16
17,2015-04-17
36,2015-04-18
54,2015-04-19
33,2015-04-20
9,2015-04-21
12,2015-04-22
11,2015-04-23
22,2015-04-24
17,2015-04-25
37,2015-04-26
52,2015-04-27
19,2015-04-28
24,2015-04-29
33,2015-04-30
25,2015-05-01
26,2015-05-02
55,2015-05-03
29,2015-05-04
24,2015-05-05
10,2015-05-06
21,2015-05-07
19,2015-05-08
23,2015-05-09
33,2015-05-10
36,2015-05-11
15,2015-05-12
7,2015-05-13
23,2015-05-14
20,2015-05-15
33,2015-05-16
58,2015-05-17
28,2015-05-18
18,2015-05-19
14,2015-05-20
11,2015-05-21
18,2015-05-22
18,2015-05-23
34,2015-05-24
55,2015-05-25
23,2015-05-26
15,2015-05-27
15,2015-05-28
31,2015-05-29
29,2015-05-30
40,2015-05-31
39,2015-06-01
25,2015-06-02
15,2015-06-03
18,2015-06-04
36,2015-06-05
30,2015-06-06
37,2015-06-07
37,2015-06-08
42,2015-06-09
37,2015-06-10
55,2015-06-11
27,2015-06-12
35,2015-06-13
52,2015-06-14
80,2015-06-15
40,2015-06-16
35,2015-06-17
40,2015-06-18
23,2015-06-19
34,2015-06-20
56,2015-06-21
68,2015-06-22
25,2015-06-23
17,2015-06-24
33,2015-06-25
31,2015-06-26
80,2015-06-27
86,2015-06-28
94,2015-06-29
52,2015-06-30
48,2015-07-01
39,2015-07-02
38,2015-07-03
34,2015-07-04
34,2015-07-05
48,2015-07-06
36,2015-07-07
22,2015-07-08
18,2015-07-09
22,2015-07-10
27,2015-07-11
40,2015-07-12
48,2015-07-13
34,2015-07-14
31,2015-07-15
50,2015-07-16
34,2015-07-17
45,2015-07-18
39,2015-07-19
65,2015-07-20
21,2015-07-21
23,2015-07-22
22,2015-07-23
23,2015-07-24
38,2015-07-25
39,2015-07-26
40,2015-07-27
28,2015-07-28
26,2015-07-29
28,2015-07-30
29,2015-07-31
35,2015-08-01
50,2015-08-02
61,2015-08-03
41,2015-08-04
32,2015-08-05
21,2015-08-06
32,2015-08-07
35,2015-08-08
76,2015-08-09
84,2015-08-10
44,2015-08-11
26,2015-08-12
10,2015-08-13
20,2015-08-14
50,2015-08-15
64,2015-08-16
58,2015-08-17
26,2015-08-18
22,2015-08-19
25,2015-08-20
26,2015-08-21
30,2015-08-22
53,2015-08-23
62,2015-08-24
18,2015-08-25
11,2015-08-26
24,2015-08-27
16,2015-08-28
48,2015-08-29
49,2015-08-30
34,2015-08-31
49,2015-09-01
43,2015-09-02
29,2015-09-03
13,2015-09-04
30,2015-09-05
45,2015-09-06
27,2015-09-07
17,2015-09-08
14,2015-09-09
25,2015-09-10
13,2015-09-11
27,2015-09-12
42,2015-09-13
55,2015-09-14
35,2015-09-15
30,2015-09-16
21,2015-09-17
16,2015-09-18
41,2015-09-19
39,2015-09-20
45,2015-09-21
20,2015-09-22
19,2015-09-23
23,2015-09-24
16,2015-09-25
22,2015-09-26
47,2015-09-27
61,2015-09-28
19,2015-09-29
19,2015-09-30
17,2015-10-01
18,2015-10-02
28,2015-10-03
43,2015-10-04
56,2015-10-05
19,2015-10-06
24,2015-10-07
21,2015-10-08
22,2015-10-09
27,2015-10-10
44,2015-10-11
55,2015-10-12
27,2015-10-13
18,2015-10-14
23,2015-10-15
19,2015-10-16
29,2015-10-17
57,2015-10-18
54,2015-10-19
19,2015-10-20
22,2015-10-21
16,2015-10-22
20,2015-10-23
26,2015-10-24
57,2015-10-25
57,2015-10-26
21,2015-10-27
26,2015-10-28
22,2015-10-29
17,2015-10-30
40,2015-10-31
36,2015-11-01
46,2015-11-02
16,2015-11-03
18,2015-11-04
15,2015-11-05
24,2015-11-06
34,2015-11-07
41,2015-11-08
57,2015-11-09
28,2015-11-10
21,2015-11-11
19,2015-11-12
23,2015-11-13
19,2015-11-14
50,2015-11-15
35,2015-11-16
21,2015-11-17
43,2015-11-18
34,2015-11-19
43,2015-11-20
92,2015-11-21
41,2015-11-22
25,2015-11-23
13,2015-11-24
19,2015-11-25
10,2015-11-26
25,2015-11-27
33,2015-11-28
43,2015-11-29
46,2015-11-30
22,2015-12-01
26,2015-12-02
27,2015-12-03
21,2015-12-04
31,2015-12-05
57,2015-12-06
43,2015-12-07
37,2015-12-08
21,2015-12-09
18,2015-12-10
23,2015-12-11
34,2015-12-12
74,2015-12-13
60,2015-12-14
28,2015-12-15
28,2015-12-16
39,2015-12-17
45,2015-12-18
75,2015-12-19
47,2015-12-20
0,2015-12-21
32,2015-12-22
20,2015-12-23
17,2015-12-24
18,2015-12-25
41,2015-12-26
25,2015-12-27
19,2015-12-28
17,2015-12-29
15,2015-12-30
14,2015-12-31
22,2016-01-01
28,2016-01-02
28,2016-01-03
22,2016-01-04
14,2016-01-05
18,2016-01-06
20,2016-01-07
15,2016-01-08
20,2016-01-09
30,2016-01-10
31,2016-01-11
9,2016-01-12
14,2016-01-13
15,2016-01-14
9,2016-01-15
22,2016-01-16
32,2016-01-17
25,2016-01-18
15,2016-01-19
9,2016-01-20
10,2016-01-21
14,2016-01-22
16,2016-01-23
36,2016-01-24
35,2016-01-25
19,2016-01-26
14,2016-01-27
14,2016-01-28
22,2016-01-29
21,2016-01-30
44,2016-01-31
34,2016-02-01
34,2016-02-02
24,2016-02-03
9,2016-02-04
18,2016-02-05
22,2016-02-06
30,2016-02-07
37,2016-02-08
7,2016-02-09
20,2016-02-10
14,2016-02-11
10,2016-02-12
18,2016-02-13
38,2016-02-14
45,2016-02-15
23,2016-02-16
15,2016-02-17
30,2016-02-18
22,2016-02-19
29,2016-02-20
32,2016-02-21
29,2016-02-22
21,2016-02-23
19,2016-02-24
17,2016-02-25
26,2016-02-26
29,2016-02-27
47,2016-02-28
48,2016-02-29
16,2016-03-01
23,2016-03-02
26,2016-03-03
28,2016-03-04
33,2016-03-05
57,2016-03-06
50,2016-03-07
19,2016-03-08
16,2016-03-09
11,2016-03-10
19,2016-03-11
26,2016-03-12
32,2016-03-13
33,2016-03-14
30,2016-03-15
25,2016-03-16
32,2016-03-17
19,2016-03-18
16,2016-03-19
48,2016-03-20
45,2016-03-21
23,2016-03-22
29,2016-03-23
22,2016-03-24
24,2016-03-25
30,2016-03-26
27,2016-03-27
49,2016-03-28
24,2016-03-29
27,2016-03-30
27,2016-03-31
43,2016-04-01
58,2016-04-02
63,2016-04-03
39,2016-04-04
27,2016-04-05
19,2016-04-06
30,2016-04-07
25,2016-04-08
33,2016-04-09
44,2016-04-10
66,2016-04-11
31,2016-04-12
28,2016-04-13
18,2016-04-14
38,2016-04-15
50,2016-04-16
87,2016-04-17
48,2016-04-18
31,2016-04-19
28,2016-04-20
24,2016-04-21
22,2016-04-22
39,2016-04-23
66,2016-04-24
61,2016-04-25
50,2016-04-26
29,2016-04-27
37,2016-04-28
36,2016-04-29
40,2016-04-30
67,2016-05-01
68,2016-05-02
40,2016-05-03
51,2016-05-04
39,2016-05-05
35,2016-05-06
61,2016-05-07
83,2016-05-08
58,2016-05-09
34,2016-05-10
44,2016-05-11
44,2016-05-12
26,2016-05-13
35,2016-05-14
66,2016-05-15
81,2016-05-16
29,2016-05-17
23,2016-05-18
21,2016-05-19
26,2016-05-20
30,2016-05-21
39,2016-05-22
49,2016-05-23
29,2016-05-24
20,2016-05-25
28,2016-05-26
42,2016-05-27
51,2016-05-28
72,2016-05-29
62,2016-05-30
13,2016-05-31
33,2016-06-01
43,2016-06-02
37,2016-06-03
44,2016-06-04
44,2016-06-05
76,2016-06-06
40,2016-06-07
38,2016-06-08
24,2016-06-09
33,2016-06-10
43,2016-06-11
80,2016-06-12
70,2016-06-13
28,2016-06-14
23,2016-06-15
34,2016-06-16
20,2016-06-17
48,2016-06-18
51,2016-06-19
46,2016-06-20
18,2016-06-21
25,2016-06-22
42,2016-06-23
37,2016-06-24
34,2016-06-25
48,2016-06-26
68,2016-06-27
42,2016-06-28
46,2016-06-29
29,2016-06-30
35,2016-07-01
40,2016-07-02
55,2016-07-03
57,2016-07-04
41,2016-07-05
45,2016-07-06
29,2016-07-07
45,2016-07-08
34,2016-07-09
58,2016-07-10
64,2016-07-11
37,2016-07-12
26,2016-07-13
31,2016-07-14
42,2016-07-15
72,2016-07-16
71,2016-07-17
52,2016-07-18
23,2016-07-19
18,2016-07-20
23,2016-07-21
26,2016-07-22
40,2016-07-23
35,2016-07-24
35,2016-07-25
34,2016-07-26
28,2016-07-27
37,2016-07-28
42,2016-07-29
44,2016-07-30
76,2016-07-31
66,2016-08-01
63,2016-08-02
40,2016-08-03
42,2016-08-04
60,2016-08-05
63,2016-08-06
88,2016-08-07
102,2016-08-08
69,2016-08-09
53,2016-08-10
29,2016-08-11
43,2016-08-12
48,2016-08-13
82,2016-08-14
99,2016-08-15
56,2016-08-16
42,2016-08-17
31,2016-08-18
35,2016-08-19
42,2016-08-20
48,2016-08-21
79,2016-08-22
38,2016-08-23
25,2016-08-24
32,2016-08-25
30,2016-08-26
49,2016-08-27
62,2016-08-28
79,2016-08-29
74,2016-08-30
36,2016-08-31
23,2016-09-01
29,2016-09-02
42,2016-09-03
70,2016-09-04
50,2016-09-05
34,2016-09-06
33,2016-09-07
36,2016-09-08
42,2016-09-09
45,2016-09-10
75,2016-09-11
59,2016-09-12
49,2016-09-13
32,2016-09-14
30,2016-09-15
27,2016-09-16
39,2016-09-17
80,2016-09-18
67,2016-09-19
29,2016-09-20
36,2016-09-21
24,2016-09-22
28,2016-09-23
39,2016-09-24
60,2016-09-25
88,2016-09-26
51,2016-09-27
49,2016-09-28
40,2016-09-29
38,2016-09-30
34,2016-10-01
49,2016-10-02
75,2016-10-03
34,2016-10-04
24,2016-10-05
30,2016-10-06
30,2016-10-07
40,2016-10-08
54,2016-10-09
53,2016-10-10
45,2016-10-11
39,2016-10-12
29,2016-10-13
32,2016-10-14
39,2016-10-15
50,2016-10-16
46,2016-10-17
23,2016-10-18
30,2016-10-19
31,2016-10-20
30,2016-10-21
49,2016-10-22
72,2016-10-23
71,2016-10-24
36,2016-10-25
34,2016-10-26
22,2016-10-27
27,2016-10-28
33,2016-10-29
68,2016-10-30
67,2016-10-31
39,2016-11-01
37,2016-11-02
25,2016-11-03
32,2016-11-04
22,2016-11-05
51,2016-11-06
63,2016-11-07
35,2016-11-08
35,2016-11-09
26,2016-11-10
30,2016-11-11
35,2016-11-12
65,2016-11-13
71,2016-11-14
30,2016-11-15
45,2016-11-16
46,2016-11-17
56,2016-11-18
70,2016-11-19
38,2016-11-20
45,2016-11-21
15,2016-11-22
31,2016-11-23
21,2016-11-24
19,2016-11-25
37,2016-11-26
70,2016-11-27
39,2016-11-28
44,2016-11-29
30,2016-11-30
21,2016-12-01
23,2016-12-02
36,2016-12-03
76,2016-12-04
55,2016-12-05
34,2016-12-06
24,2016-12-07
28,2016-12-08
29,2016-12-09
49,2016-12-10
58,2016-12-11
64,2016-12-12
39,2016-12-13
43,2016-12-14
43,2016-12-15
35,2016-12-16
47,2016-12-17
73,2016-12-18
57,2016-12-19
57,2016-12-20
0,2016-12-21
34,2016-12-22
21,2016-12-23
39,2016-12-24
27,2016-12-25
37,2016-12-26
32,2016-12-27
33,2016-12-28
22,2016-12-29
23,2016-12-30
36,2016-12-31
38,2017-01-01
40,2017-01-02
21,2017-01-03
28,2017-01-04
20,2017-01-05
21,2017-01-06
28,2017-01-07
53,2017-01-08
38,2017-01-09
22,2017-01-10
22,2017-01-11
16,2017-01-12
18,2017-01-13
35,2017-01-14
44,2017-01-15
44,2017-01-16
34,2017-01-17
25,2017-01-18
16,2017-01-19
22,2017-01-20
33,2017-01-21
45,2017-01-22
48,2017-01-23
21,2017-01-24
11,2017-01-25
25,2017-01-26
33,2017-01-27
29,2017-01-28
45,2017-01-29
38,2017-01-30
29,2017-01-31
26,2017-02-01
20,2017-02-02
18,2017-02-03
22,2017-02-04
39,2017-02-05
44,2017-02-06
32,2017-02-07
21,2017-02-08
30,2017-02-09
36,2017-02-10
33,2017-02-11
60,2017-02-12
49,2017-02-13
40,2017-02-14
19,2017-02-15
25,2017-02-16
29,2017-02-17
34,2017-02-18
38,2017-02-19
61,2017-02-20
24,2017-02-21
13,2017-02-22
27,2017-02-23
20,2017-02-24
38,2017-02-25
58,2017-02-26
47,2017-02-27
27,2017-02-28
32,2017-03-01
19,2017-03-02
22,2017-03-03
34,2017-03-04
59,2017-03-05
47,2017-03-06
21,2017-03-07
21,2017-03-08
37,2017-03-09
23,2017-03-10
38,2017-03-11
43,2017-03-12
41,2017-03-13
23,2017-03-14
20,2017-03-15
20,2017-03-16
16,2017-03-17
44,2017-03-18
56,2017-03-19
