23793,datetime
50,2015-01-25
46,2015-01-26
18,2015-01-27
28,2015-01-28
2,2015-01-29
28,2015-01-30
52,2015-01-31
61,2015-02-01
36,2015-02-02
30,2015-02-03
18,2015-02-04
29,2015-02-05
37,2015-02-06
45,2015-02-07
46,2015-02-08
63,2015-02-09
38,2015-02-10
35,2015-02-11
32,2015-02-12
30,2015-02-13
45,2015-02-14
51,2015-02-15
34,2015-02-16
19,2015-02-17
34,2015-02-18
29,2015-02-19
29,2015-02-20
45,2015-02-21
41,2015-02-22
35,2015-02-23
35,2015-02-24
22,2015-02-25
28,2015-02-26
34,2015-02-27
38,2015-02-28
55,2015-03-01
33,2015-03-02
27,2015-03-03
45,2015-03-04
33,2015-03-05
23,2015-03-06
37,2015-03-07
50,2015-03-08
42,2015-03-09
31,2015-03-10
32,2015-03-11
26,2015-03-12
34,2015-03-13
44,2015-03-14
58,2015-03-15
38,2015-03-16
30,2015-03-17
23,2015-03-18
26,2015-03-19
24,2015-03-20
40,2015-03-21
43,2015-03-22
33,2015-03-23
28,2015-03-24
32,2015-03-25
22,2015-03-26
27,2015-03-27
48,2015-03-28
47,2015-03-29
39,2015-03-30
20,2015-03-31
38,2015-04-01
32,2015-04-02
31,2015-04-03
37,2015-04-04
44,2015-04-05
43,2015-04-06
28,2015-04-07
28,2015-04-08
32,2015-04-09
27,2015-04-10
34,2015-04-11
46,2015-04-12
39,2015-04-13
28,2015-04-14
21,2015-04-15
28,2015-04-16
28,2015-04-17
50,2015-04-18
59,2015-04-19
39,2015-04-20
33,2015-04-21
25,2015-04-22
23,2015-04-23
27,2015-04-24
38,2015-04-25
54,2015-04-26
43,2015-04-27
23,2015-04-28
25,2015-04-29
19,2015-04-30
24,2015-05-01
37,2015-05-02
54,2015-05-03
41,2015-05-04
23,2015-05-05
29,2015-05-06
32,2015-05-07
41,2015-05-08
40,2015-05-09
44,2015-05-10
43,2015-05-11
28,2015-05-12
33,2015-05-13
30,2015-05-14
30,2015-05-15
30,2015-05-16
35,2015-05-17
44,2015-05-18
33,2015-05-19
27,2015-05-20
27,2015-05-21
24,2015-05-22
38,2015-05-23
36,2015-05-24
18,2015-05-25
43,2015-05-26
29,2015-05-27
29,2015-05-28
26,2015-05-29
51,2015-05-30
47,2015-05-31
37,2015-06-01
32,2015-06-02
41,2015-06-03
29,2015-06-04
31,2015-06-05
27,2015-06-06
33,2015-06-07
28,2015-06-08
23,2015-06-09
30,2015-06-10
29,2015-06-11
31,2015-06-12
38,2015-06-13
45,2015-06-14
26,2015-06-15
14,2015-06-16
