30251,datetime
61,2015-01-25
67,2015-01-26
35,2015-01-27
66,2015-01-28
37,2015-01-29
62,2015-01-30
63,2015-01-31
80,2015-02-01
66,2015-02-02
61,2015-02-03
65,2015-02-04
54,2015-02-05
51,2015-02-06
53,2015-02-07
81,2015-02-08
89,2015-02-09
45,2015-02-10
51,2015-02-11
55,2015-02-12
36,2015-02-13
62,2015-02-14
75,2015-02-15
57,2015-02-16
43,2015-02-17
41,2015-02-18
37,2015-02-19
47,2015-02-20
55,2015-02-21
74,2015-02-22
65,2015-02-23
45,2015-02-24
63,2015-02-25
53,2015-02-26
51,2015-02-27
54,2015-02-28
63,2015-03-01
70,2015-03-02
41,2015-03-03
58,2015-03-04
48,2015-03-05
57,2015-03-06
66,2015-03-07
71,2015-03-08
55,2015-03-09
36,2015-03-10
63,2015-03-11
43,2015-03-12
56,2015-03-13
48,2015-03-14
70,2015-03-15
75,2015-03-16
42,2015-03-17
46,2015-03-18
30,2015-03-19
42,2015-03-20
49,2015-03-21
52,2015-03-22
61,2015-03-23
58,2015-03-24
42,2015-03-25
34,2015-03-26
48,2015-03-27
57,2015-03-28
86,2015-03-29
76,2015-03-30
35,2015-03-31
51,2015-04-01
43,2015-04-02
39,2015-04-03
47,2015-04-04
64,2015-04-05
82,2015-04-06
58,2015-04-07
53,2015-04-08
37,2015-04-09
36,2015-04-10
46,2015-04-11
60,2015-04-12
65,2015-04-13
32,2015-04-14
36,2015-04-15
46,2015-04-16
42,2015-04-17
71,2015-04-18
57,2015-04-19
61,2015-04-20
38,2015-04-21
39,2015-04-22
52,2015-04-23
50,2015-04-24
81,2015-04-25
79,2015-04-26
57,2015-04-27
79,2015-04-28
58,2015-04-29
32,2015-04-30
64,2015-05-01
66,2015-05-02
77,2015-05-03
84,2015-05-04
54,2015-05-05
55,2015-05-06
39,2015-05-07
82,2015-05-08
54,2015-05-09
64,2015-05-10
65,2015-05-11
44,2015-05-12
59,2015-05-13
42,2015-05-14
46,2015-05-15
69,2015-05-16
64,2015-05-17
74,2015-05-18
51,2015-05-19
48,2015-05-20
26,2015-05-21
40,2015-05-22
45,2015-05-23
75,2015-05-24
71,2015-05-25
75,2015-05-26
48,2015-05-27
74,2015-05-28
53,2015-05-29
81,2015-05-30
81,2015-05-31
83,2015-06-01
48,2015-06-02
93,2015-06-03
58,2015-06-04
48,2015-06-05
50,2015-06-06
81,2015-06-07
66,2015-06-08
62,2015-06-09
70,2015-06-10
76,2015-06-11
60,2015-06-12
80,2015-06-13
72,2015-06-14
80,2015-06-15
54,2015-06-16
74,2015-06-17
48,2015-06-18
42,2015-06-19
65,2015-06-20
59,2015-06-21
74,2015-06-22
62,2015-06-23
48,2015-06-24
33,2015-06-25
59,2015-06-26
114,2015-06-27
89,2015-06-28
96,2015-06-29
64,2015-06-30
48,2015-07-01
54,2015-07-02
49,2015-07-03
72,2015-07-04
101,2015-07-05
80,2015-07-06
66,2015-07-07
69,2015-07-08
40,2015-07-09
73,2015-07-10
81,2015-07-11
73,2015-07-12
69,2015-07-13
76,2015-07-14
59,2015-07-15
56,2015-07-16
71,2015-07-17
80,2015-07-18
89,2015-07-19
79,2015-07-20
55,2015-07-21
55,2015-07-22
38,2015-07-23
50,2015-07-24
71,2015-07-25
90,2015-07-26
77,2015-07-27
67,2015-07-28
67,2015-07-29
70,2015-07-30
65,2015-07-31
92,2015-08-01
94,2015-08-02
83,2015-08-03
66,2015-08-04
77,2015-08-05
73,2015-08-06
67,2015-08-07
93,2015-08-08
71,2015-08-09
75,2015-08-10
68,2015-08-11
69,2015-08-12
72,2015-08-13
60,2015-08-14
62,2015-08-15
85,2015-08-16
