27074,datetime
15,2015-01-25
4,2015-01-26
8,2015-01-27
10,2015-01-28
9,2015-01-29
12,2015-01-30
13,2015-01-31
14,2015-02-01
15,2015-02-02
8,2015-02-03
9,2015-02-04
9,2015-02-05
4,2015-02-06
14,2015-02-07
24,2015-02-08
17,2015-02-09
8,2015-02-10
13,2015-02-11
10,2015-02-12
23,2015-02-13
15,2015-02-14
19,2015-02-15
6,2015-02-16
8,2015-02-17
11,2015-02-18
15,2015-02-19
12,2015-02-20
18,2015-02-21
12,2015-02-22
11,2015-02-23
12,2015-02-24
14,2015-02-25
5,2015-02-26
0,2015-02-27
0,2015-02-28
18,2015-03-01
7,2015-03-02
6,2015-03-03
14,2015-03-04
11,2015-03-05
5,2015-03-06
6,2015-03-07
16,2015-03-08
8,2015-03-09
13,2015-03-10
14,2015-03-11
19,2015-03-12
12,2015-03-13
16,2015-03-14
16,2015-03-15
15,2015-03-16
4,2015-03-17
5,2015-03-18
10,2015-03-19
10,2015-03-20
14,2015-03-21
13,2015-03-22
14,2015-03-23
4,2015-03-24
7,2015-03-25
6,2015-03-26
9,2015-03-27
11,2015-03-28
10,2015-03-29
11,2015-03-30
8,2015-03-31
14,2015-04-01
16,2015-04-02
8,2015-04-03
9,2015-04-04
14,2015-04-05
12,2015-04-06
6,2015-04-07
10,2015-04-08
5,2015-04-09
14,2015-04-10
13,2015-04-11
9,2015-04-12
15,2015-04-13
11,2015-04-14
7,2015-04-15
6,2015-04-16
12,2015-04-17
11,2015-04-18
27,2015-04-19
7,2015-04-20
16,2015-04-21
8,2015-04-22
8,2015-04-23
10,2015-04-24
13,2015-04-25
20,2015-04-26
13,2015-04-27
17,2015-04-28
10,2015-04-29
14,2015-04-30
11,2015-05-01
14,2015-05-02
23,2015-05-03
7,2015-05-04
6,2015-05-05
9,2015-05-06
7,2015-05-07
15,2015-05-08
11,2015-05-09
5,2015-05-10
10,2015-05-11
7,2015-05-12
12,2015-05-13
7,2015-05-14
14,2015-05-15
11,2015-05-16
10,2015-05-17
11,2015-05-18
13,2015-05-19
17,2015-05-20
9,2015-05-21
13,2015-05-22
17,2015-05-23
19,2015-05-24
