8877,datetime
18,2015-01-25
38,2015-01-26
14,2015-01-27
22,2015-01-28
31,2015-01-29
35,2015-01-30
22,2015-01-31
49,2015-02-01
40,2015-02-02
32,2015-02-03
27,2015-02-04
29,2015-02-05
23,2015-02-06
40,2015-02-07
54,2015-02-08
43,2015-02-09
21,2015-02-10
17,2015-02-11
27,2015-02-12
22,2015-02-13
20,2015-02-14
26,2015-02-15
29,2015-02-16
41,2015-02-17
19,2015-02-18
21,2015-02-19
24,2015-02-20
23,2015-02-21
35,2015-02-22
37,2015-02-23
15,2015-02-24
29,2015-02-25
24,2015-02-26
26,2015-02-27
27,2015-02-28
28,2015-03-01
46,2015-03-02
19,2015-03-03
32,2015-03-04
33,2015-03-05
26,2015-03-06
29,2015-03-07
37,2015-03-08
34,2015-03-09
44,2015-03-10
23,2015-03-11
19,2015-03-12
19,2015-03-13
19,2015-03-14
22,2015-03-15
30,2015-03-16
17,2015-03-17
25,2015-03-18
18,2015-03-19
16,2015-03-20
25,2015-03-21
38,2015-03-22
33,2015-03-23
23,2015-03-24
23,2015-03-25
27,2015-03-26
25,2015-03-27
40,2015-03-28
45,2015-03-29
36,2015-03-30
33,2015-03-31
24,2015-04-01
20,2015-04-02
24,2015-04-03
35,2015-04-04
36,2015-04-05
33,2015-04-06
28,2015-04-07
26,2015-04-08
28,2015-04-09
24,2015-04-10
30,2015-04-11
30,2015-04-12
44,2015-04-13
25,2015-04-14
33,2015-04-15
24,2015-04-16
29,2015-04-17
28,2015-04-18
29,2015-04-19
20,2015-04-20
28,2015-04-21
19,2015-04-22
26,2015-04-23
24,2015-04-24
18,2015-04-25
40,2015-04-26
42,2015-04-27
30,2015-04-28
37,2015-04-29
29,2015-04-30
33,2015-05-01
21,2015-05-02
31,2015-05-03
26,2015-05-04
25,2015-05-05
24,2015-05-06
17,2015-05-07
28,2015-05-08
28,2015-05-09
30,2015-05-10
29,2015-05-11
20,2015-05-12
24,2015-05-13
16,2015-05-14
20,2015-05-15
32,2015-05-16
32,2015-05-17
24,2015-05-18
21,2015-05-19
32,2015-05-20
25,2015-05-21
21,2015-05-22
35,2015-05-23
22,2015-05-24
29,2015-05-25
26,2015-05-26
22,2015-05-27
23,2015-05-28
22,2015-05-29
37,2015-05-30
37,2015-05-31
34,2015-06-01
33,2015-06-02
25,2015-06-03
40,2015-06-04
24,2015-06-05
36,2015-06-06
29,2015-06-07
44,2015-06-08
32,2015-06-09
26,2015-06-10
30,2015-06-11
23,2015-06-12
22,2015-06-13
39,2015-06-14
31,2015-06-15
47,2015-06-16
47,2015-06-17
27,2015-06-18
25,2015-06-19
34,2015-06-20
28,2015-06-21
32,2015-06-22
18,2015-06-23
18,2015-06-24
29,2015-06-25
32,2015-06-26
40,2015-06-27
42,2015-06-28
44,2015-06-29
37,2015-06-30
37,2015-07-01
41,2015-07-02
50,2015-07-03
41,2015-07-04
31,2015-07-05
30,2015-07-06
37,2015-07-07
24,2015-07-08
24,2015-07-09
16,2015-07-10
27,2015-07-11
28,2015-07-12
40,2015-07-13
25,2015-07-14
18,2015-07-15
32,2015-07-16
36,2015-07-17
45,2015-07-18
